obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""7716.6""","=""0.8""","=""""","=""2.74e+05""","=""6.10e-02""","=""-0.613""",A,"=""4.847154""","=""5.007826""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""7716.6""","=""0.8""","=""""","=""4.92e+05""","=""7.35e-02""","=""-0.36""",A,"=""4.847155""","=""5.007826""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.6p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""8132.0""","=""0.9""","=""""","=""4.34e+03""","=""2.15e-03""","=""-2.37""",A,"=""4.957835""","=""5.110300""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""8132.0""","=""0.9""","=""""","=""8.68e+03""","=""4.30e-03""","=""-2.066""",A,"=""4.957835""","=""5.110300""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""8359""","=""7""","=""""","=""2.42e+05""","=""6.32e-02""","=""-0.597""",A,"=""5.007826""","=""5.15614""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""8359""","=""7""","=""""","=""1.21e+05""","=""6.32e-02""","=""-0.898""",A,"=""5.007826""","=""5.15614""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""10287.2""","=""1.5""","=""""","=""5.66e+05""","=""4.49e-01""","=""-0.047""",A,"=""4.837313""","=""4.957835""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""10287.2""","=""1.5""","=""""","=""1.13e+06""","=""4.49e-01""","=""0.254""",A,"=""4.837313""","=""4.957835""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""11687""","=""14""","=""""","=""9.84e+04""","=""5.04e-02""","=""-0.695""",A,"=""5.007826""","=""5.11391""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""11687""","=""14""","=""""","=""4.92e+05""","=""5.04e-01""","=""0.004""",A,"=""5.007826""","=""5.11391""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""11687""","=""14""","=""""","=""8.88e+05""","=""4.54e-01""","=""0.259""",A,"=""5.007826""","=""5.11391""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,"=""T5118LS""","=""""",
"=""""","=""12759""","=""16""","=""""","=""2.68e+03""","=""3.26e-03""","=""-2.186""",A,"=""5.07937""","=""5.176542""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""12759""","=""16""","=""""","=""5.36e+03""","=""6.53e-03""","=""-1.884""",A,"=""5.07937""","=""5.176542""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""12819.9""","=""2.3""","=""""","=""2.84e+04""","=""1.75e-02""","=""-1.156""",A,"=""5.013587""","=""5.110300""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""12819.9""","=""2.3""","=""""","=""1.41e+05""","=""8.71e-02""","=""-0.458""",A,"=""5.013587""","=""5.110300""","=""1s2.6d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""12820.0""","=""2.3""","=""""","=""2.55e+05""","=""1.05e-01""","=""-0.202""",A,"=""5.013589""","=""5.110300""","=""1s2.6d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""13965""","=""3""","=""""","=""4.68e+05""","=""6.85e-01""","=""0.137""",A,"=""4.748533""","=""4.837313""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""13965""","=""3""","=""""","=""9.36e+05""","=""1.37e+00""","=""0.44""",A,"=""4.748533""","=""4.837313""","=""1s2.5s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""17330""","=""30""","=""""","=""2.50e+05""","=""5.61e-01""","=""0.050""",A,"=""5.007826""","=""5.07937""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""17330""","=""30""","=""""","=""4.98e+05""","=""5.61e-01""","=""0.35""",A,"=""5.007826""","=""5.07937""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""18050""","=""30""","=""""","=""2.13e+05""","=""5.21e-01""","=""0.018""",A,"=""5.110300""","=""5.17898""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""18050""","=""30""","=""""","=""4.28e+04""","=""5.22e-02""","=""-0.68""",A,"=""5.110300""","=""5.17898""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""18050""","=""30""","=""""","=""3.82e+05""","=""4.67e-01""","=""0.27""",A,"=""5.110300""","=""5.17898""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",,"=""T5118LS""","=""""",
"=""""","=""19800""","=""40""","=""""","=""1.57e+04""","=""2.31e-02""","=""-1.034""",A,"=""5.11391""","=""5.176542""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""19800""","=""40""","=""""","=""7.86e+04""","=""1.15e-01""","=""-0.336""",A,"=""5.11391""","=""5.176542""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""19800""","=""40""","=""""","=""1.42e+05""","=""1.39e-01""","=""-0.080""",A,"=""5.11391""","=""5.176542""","=""1s2.7d""","=""2D""","=""5/2""","=""1s2.8p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""24802""","=""9""","=""""","=""1.78e+05""","=""8.21e-01""","=""0.22""",A,"=""4.957835""","=""5.007826""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""24802""","=""9""","=""""","=""3.55e+05""","=""1.64e+00""","=""0.515""",A,"=""4.957835""","=""5.007826""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""27050""","=""70""","=""""","=""1.23e+05""","=""6.74e-01""","=""0.13""",A,"=""5.110300""","=""5.15614""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""27050""","=""70""","=""""","=""2.46e+05""","=""6.74e-01""","=""0.431""",A,"=""5.110300""","=""5.15614""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""27953""","=""11""","=""""","=""2.26e+04""","=""6.63e-02""","=""-0.577""",A,"=""3.834258""","=""3.878613""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""5/2""",,"=""T7401LS""","=""""",
"=""""","=""27956""","=""11""","=""""","=""2.51e+03""","=""7.36e-03""","=""-1.531""",A,"=""3.834258""","=""3.878608""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""3/2""",,"=""T7401LS""","=""""",
"=""""","=""27956""","=""11""","=""""","=""1.25e+04""","=""7.33e-02""","=""-0.83""",A,"=""3.834258""","=""3.878608""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.3d""","=""2D""","=""3/2""",,"=""T7401LS""","=""""",
"=""""","=""40090""","=""160""","=""""","=""7.92e+04""","=""9.55e-01""","=""0.281""",A,"=""5.07937""","=""5.110300""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""40090""","=""160""","=""""","=""1.58e+05""","=""1.91e+00""","=""0.582""",A,"=""5.07937""","=""5.110300""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""60800""","=""400""","=""""","=""3.92e+04""","=""1.08e+00""","=""0.336""",A,"=""5.15614""","=""5.176542""","=""1s2.8s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
"=""""","=""60800""","=""400""","=""""","=""7.84e+04""","=""2.17e+00""","=""0.638""",A,"=""5.15614""","=""5.176542""","=""1s2.8s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""64998""","=""60""","=""""","=""7.638e+03""","=""1.209e-01""","=""-0.315""",AA,"=""4.521648""","=""4.540723""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",,"=""T6620LS""","=""""",
"=""""","=""65007""","=""60""","=""""","=""8.484e+02""","=""1.343e-02""","=""-1.270""",AA,"=""4.521648""","=""4.540720""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",,"=""T6620LS""","=""""",
"=""""","=""65007""","=""60""","=""""","=""4.240e+03""","=""1.343e-01""","=""-0.5708""",AA,"=""4.521648""","=""4.540720""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",,"=""T6620LS""","=""""",
"=""""","=""125976""","=""224""","=""""","=""2.88e+03""","=""1.71e-01""","=""-0.164""",A,"=""4.837313""","=""4.847155""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",,"=""T5118LS""","=""""",
"=""""","=""125992""","=""224""","=""""","=""3.20e+02""","=""1.90e-02""","=""-1.118""",A,"=""4.837313""","=""4.847154""","=""1s2.5p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""125992""","=""224""","=""""","=""1.60e+03""","=""1.90e-01""","=""-0.419""",A,"=""4.837313""","=""4.847154""","=""1s2.5p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""215100""","=""700""","=""""","=""1.27e+03""","=""2.20e-01""","=""-0.056""",B,"=""5.007826""","=""5.013589""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",,"=""T5118LS""","=""""",
"=""""","=""215200""","=""700""","=""""","=""7.04e+02""","=""2.44e-01""","=""-0.311""",B,"=""5.007826""","=""5.013587""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""215200""","=""700""","=""""","=""1.41e+02""","=""2.44e-02""","=""-1.010""",B,"=""5.007826""","=""5.013587""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""343000""","=""12000""","=""""","=""6.68e+01""","=""2.94e-02""","=""-0.93""",B,"=""5.110300""","=""5.11391""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""343000""","=""12000""","=""""","=""3.33e+02""","=""2.94e-01""","=""-0.231""",B,"=""5.110300""","=""5.11391""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""343000""","=""12000""","=""""","=""5.97e+02""","=""2.63e-01""","=""0.02""",B,"=""5.110300""","=""5.11391""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,"=""T5118LS""","=""""",
"=""""","=""510000""","=""30000""","=""""","=""3.56e+01""","=""3.45e-02""","=""-0.860""",B,"=""5.176542""","=""5.17898""","=""1s2.8p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""510000""","=""30000""","=""""","=""1.77e+02""","=""3.44e-01""","=""-0.16""",B,"=""5.176542""","=""5.17898""","=""1s2.8p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
"=""""","=""510000""","=""30000""","=""""","=""3.19e+02""","=""3.09e-01""","=""0.092""",B,"=""5.176542""","=""5.17898""","=""1s2.8p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",,"=""T5118LS""","=""""",
"=""""","=""1045000""","=""110000""","=""""","=""3.90e+00""","=""1.60e-02""","=""-1.195""",B',"=""4.847154""","=""4.84834""","=""1s2.5d""","=""2D""","=""3/2""","=""1s2.5f""","=""2F*""","=""5/2""",,"=""T1115CA""","=""""",
"=""""","=""1046000""","=""110000""","=""""","=""2.78e-01""","=""7.61e-04""","=""-2.340""",B',"=""4.847155""","=""4.84834""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.5f""","=""2F*""","=""5/2""",,"=""T1115CA""","=""""",
"=""""","=""1046000""","=""110000""","=""""","=""5.57e+00""","=""1.52e-02""","=""-1.039""",B',"=""4.847155""","=""4.84834""","=""1s2.5d""","=""2D""","=""5/2""","=""1s2.5f""","=""2F*""","=""7/2""",,"=""T1115CA""","=""""",
"=""""","=""1466000""","=""216000""","=""""","=""3.86e-01""","=""3.11e-03""","=""-1.905""",B',"=""4.540720""","=""4.54157""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.4f""","=""2F*""","=""5/2""",,"=""T1115CA""","=""""",
"=""""","=""1470000""","=""220000""","=""""","=""2.76e-02""","=""1.49e-04""","=""-3.048""",B',"=""4.540723""","=""4.54157""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""5/2""",,"=""T1115CA""","=""""",
"=""""","=""1470000""","=""220000""","=""""","=""5.52e-01""","=""2.98e-03""","=""-1.747""",B',"=""4.540723""","=""4.54157""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""7/2""",,"=""T1115CA""","=""""",
