obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""199.995""","=""0.005""","=""199.99536""","=""0.00020""","=""35""","=""1.3e+09""","=""8.4e-02""","=""-0.12""",D,"=""1.03000806""","=""7.227354""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.4s.5p""","=""r 5D*""","=""4""",,"=""T3196""","=""L808""",
"=""209.500""","=""0.009""","=""209.4928""","=""0.0007""","=""12h""","=""1.1e+07""","=""1.0e-03""","=""-2.15""",C,"=""0.00000000""","=""5.916424""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).6p""","=""w 7P*""","=""4""",,"=""T3196""","=""L808""",
"=""209.540""","=""0.009""","=""209.5403""","=""0.0006""","=""10h""","=""7.7e+06""","=""7.2e-04""","=""-2.29""",C,"=""0.00000000""","=""5.915082""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).6p""","=""w 7P*""","=""3""",,"=""T3196""","=""L808""",
"=""209.583""","=""0.009""","=""209.583""","=""0.009""","=""8h""","=""5.5e+06""","=""5.2e-04""","=""-2.44""",C,"=""0.00000000""","=""5.91387""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).6p""","=""w 7P*""","=""2""",,"=""T3196""","=""L808""",
"=""235.430""","=""0.005""","=""235.430952""","=""0.000008""","=""15""","=""7.3e+07""","=""8.7e-03""","=""-1.22""",D,"=""1.00367492""","=""6.26832996""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4D).4p""","=""u 5D*""","=""4""",,"=""T3196""","=""L808""",
"=""236.473""","=""0.009""","=""236.4731""","=""0.0013""","=""150r""","=""4.8e+07""","=""5.7e-03""","=""-1.40""",C,"=""0.00000000""","=""5.241456""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).5p""","=""x 7P*""","=""4""",,"=""T3196""","=""L808""",
"=""236.59188""","=""0.00004""","=""236.59188""","=""0.00004""","=""8""","=""3.8e+07""","=""4.6e-03""","=""-1.49""",C,"=""0.00000000""","=""5.2388241""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).5p""","=""x 7P*""","=""3""",,"=""T3196""","=""L14866""",
"=""236.68156""","=""0.00004""","=""236.68156""","=""0.00004""","=""8""","=""3.4e+07""","=""4.1e-03""","=""-1.54""",C,"=""0.00000000""","=""5.2368392""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).5p""","=""x 7P*""","=""2""",,"=""T3196""","=""L14866""",
"=""237.506""","=""0.005""","=""237.505779""","=""0.000017""","=""5""","=""5.1e+07""","=""8.6e-03""","=""-1.36""",E,"=""0.98287742""","=""6.2015447""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4D).4p""","=""s 5F*""","=""1""",,"=""T3196""","=""L808""",
"=""238.33057""","=""0.00005""","=""238.330662""","=""0.000014""","=""4""","=""4.5e+08""","=""4.3e-02""","=""-0.42""",D,"=""1.03000806""","=""6.2306145""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4D).4p""","=""s 5F*""","=""5""",,"=""T3196""","=""L14866""",
"=""238.572""","=""0.009""","=""238.5729""","=""0.0009""","=""7wh""","=""1.5e+08""","=""1.5e-02""","=""-0.88""",D,"=""1.03000806""","=""6.225333""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4D).4p""","=""s 5F*""","=""4""",,"=""T3196""","=""L808""",
"=""238.921""","=""0.009""","=""238.921819""","=""0.000009""","=""3w""","=""1.2e+08""","=""3.3e-02""","=""-1.01""",D,"=""0.96841324""","=""6.15615299""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(4D).4p""","=""x 3F*""","=""2""",,"=""T3196""","=""L808""",
"=""240.86228""","=""0.00013""","=""240.862412""","=""0.000015""","=""8""","=""4.7e+08""","=""4.5e-02""","=""-0.39""",D,"=""1.03000806""","=""6.1759542""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4D).4p""","=""t 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""240.872""","=""0.004""","=""240.875087""","=""0.000018""","=""35r""","=""1.4e+08""","=""1.8e-02""","=""-0.90""",D,"=""1.00367492""","=""6.1493503""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3F1).4s.4p.(3P*)""","=""1D*""","=""2""",,"=""T3196""","=""L808""",
"=""247.91334""","=""0.00004""","=""247.913369""","=""0.000019""","=""8""","=""6.9e+07""","=""1.3e-02""","=""-1.20""",D,"=""0.98287742""","=""5.9824772""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""3D*""","=""3""",,"=""T3196""","=""L14866""",
"=""249.25696""","=""0.00002""","=""249.256975""","=""0.000008""","=""36""","=""2.2e+08""","=""7.0e-02""","=""-0.68""",C,"=""0.96841324""","=""5.94106486""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(4G).4p""","=""u 5F*""","=""2""",,"=""T3196""","=""L14866""",
"=""249.50784""","=""0.00003""","=""249.507847""","=""0.000014""","=""12""","=""8.1e+07""","=""2.5e-02""","=""-1.12""",C,"=""0.96841324""","=""5.9360654""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(4G).4p""","=""u 5F*""","=""1""",,"=""T3196""","=""L14866""",
"=""249.63058""","=""0.00002""","=""249.630633""","=""0.000007""","=""55""","=""3.9e+08""","=""7.3e-02""","=""-0.44""",C,"=""0.98287742""","=""5.94808628""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4G).4p""","=""u 5F*""","=""3""",,"=""T3196""","=""L14866""",
"=""249.98414""","=""0.00003""","=""249.984166""","=""0.000008""","=""12""","=""8.0e+07""","=""1.5e-02""","=""-1.12""",E,"=""0.98287742""","=""5.94106486""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4G).4p""","=""u 5F*""","=""2""",,"=""T3196""","=""L14866""",
"=""250.25291""","=""0.00002""","=""250.252921""","=""0.000012""","=""56""","=""2.0e+08""","=""2.7e-02""","=""-0.73""",D,"=""1.00367492""","=""5.95653797""","=""3d4.4s2""","=""a 5D""","=""3""","=""""","=""*""","=""4""",,"=""T3196""","=""L14866""",
"=""250.43063""","=""0.00002""","=""250.430631""","=""0.000008""","=""68""","=""4.0e+08""","=""5.4e-02""","=""-0.42""",C,"=""1.00367492""","=""5.95302356""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""u 5F*""","=""4""",,"=""T3196""","=""L14866""",
"=""250.81100""","=""0.00002""","=""250.810991""","=""0.000008""","=""25""","=""1.0e+08""","=""2.0e-02""","=""-1.00""",D,"=""0.98287742""","=""5.92472080""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""v 5D*""","=""2""",,"=""T3196""","=""L14866""",
"=""250.89803""","=""0.00002""","=""250.898025""","=""0.000010""","=""23""","=""1.1e+08""","=""2.2e-02""","=""-0.97""",C,"=""0.98287742""","=""5.92300663""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""v 5D*""","=""1""",,"=""T3196""","=""L14866""",
"=""251.36209""","=""0.00003""","=""251.362067""","=""0.000009""","=""12""","=""9.9e+07""","=""1.3e-02""","=""-1.03""",C,"=""1.00367492""","=""5.93468472""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""v 5D*""","=""4""",,"=""T3196""","=""L14866""",
"=""252.71170""","=""0.00002""","=""252.711718""","=""0.000009""","=""73""","=""4.8e+08""","=""5.1e-02""","=""-0.34""",E,"=""1.03000806""","=""5.93468472""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4P).4p""","=""v 5D*""","=""4""",,"=""T3196""","=""L14866""",
"=""253.89498""","=""0.00002""","=""253.894988""","=""0.000007""","=""16""","=""5.5e+07""","=""1.1e-02""","=""-1.27""",E,"=""0.94143042""","=""5.82325049""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(4P).4p""","=""u 5P*""","=""2""",,"=""T3196""","=""L14866""",
"=""254.47094""","=""0.00009""","=""254.471024""","=""0.000014""","=""30""","=""7.7e+07""","=""1.5e-02""","=""-1.13""",D,"=""0.94143042""","=""5.8122004""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(4P).4p""","=""u 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""254.95441""","=""0.00002""","=""254.954402""","=""0.000008""","=""54""","=""1.4e+08""","=""4.7e-02""","=""-0.85""",D,"=""0.96841324""","=""5.82994917""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(4P).4p""","=""u 5P*""","=""1""",,"=""T3196""","=""L14866""",
"=""256.06918""","=""0.00002""","=""256.069175""","=""0.000006""","=""81""","=""2.2e+08""","=""4.2e-02""","=""-0.67""",D,"=""0.98287742""","=""5.82325049""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""u 5P*""","=""2""",,"=""T3196""","=""L14866""",
"=""257.17424""","=""0.000010""","=""257.174239""","=""0.000006""","=""100""","=""3.2e+08""","=""4.5e-02""","=""-0.50""",E,"=""1.00367492""","=""5.82325049""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""u 5P*""","=""2""",,"=""T3196""","=""L14866""",
"=""257.76526""","=""0.000010""","=""257.765266""","=""0.000010""","=""92""","=""1.8e+08""","=""2.6e-02""","=""-0.74""",D,"=""1.00367492""","=""5.8122004""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""u 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""257.91549""","=""0.000010""","=""257.915492""","=""0.000008""","=""90""","=""7.7e+07""","=""1.5e-02""","=""-1.11""",D,"=""0.98287742""","=""5.78860234""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""3""",,"=""T3196""","=""L14866""",
"=""258.46574""","=""0.00002""","=""258.465750""","=""0.000008""","=""79""","=""6.7e+07""","=""7.5e-03""","=""-1.17""",E,"=""1.03000806""","=""5.82550252""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3G*""","=""5""",,"=""T3196""","=""L14866""",
"=""258.82032""","=""0.000010""","=""258.820323""","=""0.000006""","=""110""","=""7.9e+07""","=""1.1e-02""","=""-1.10""",E,"=""1.00367492""","=""5.79260016""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""4""",,"=""T3196""","=""L14866""",
"=""259.18473""","=""0.000010""","=""259.184740""","=""0.000011""","=""180""","=""4.6e+08""","=""5.1e-02""","=""-0.34""",C,"=""1.03000806""","=""5.8122004""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4P).4p""","=""u 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""260.35698""","=""0.000010""","=""260.356971""","=""0.000006""","=""99""","=""6.8e+07""","=""7.7e-03""","=""-1.16""",E,"=""1.03000806""","=""5.79067042""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""5""",,"=""T3196""","=""L14866""",
"=""261.82689""","=""0.00002""","=""261.826874""","=""0.000007""","=""65""","=""4.8e+07""","=""9.8e-03""","=""-1.31""",E,"=""0.98287742""","=""5.71681492""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""y 3D*""","=""2""",,"=""T3196""","=""L14866""",
"=""262.04777""","=""0.00002""","=""262.047760""","=""0.000009""","=""80""","=""5.7e+07""","=""1.2e-02""","=""-1.23""",E,"=""0.98287742""","=""5.71282481""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""y 3D*""","=""1""",,"=""T3196""","=""L14866""",
"=""262.28671""","=""0.00002""","=""262.286699""","=""0.000011""","=""250""","=""1.2e+08""","=""1.3e-02""","=""-0.92""",D,"=""1.03000806""","=""5.75564682""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""4""",,"=""T3196""","=""L14866""",
"=""262.53224""","=""0.00002""","=""262.532219""","=""0.000007""","=""87""","=""6.4e+07""","=""9.4e-03""","=""-1.18""",E,"=""1.00367492""","=""5.72489453""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""y 3D*""","=""3""",,"=""T3196""","=""L14866""",
"=""262.65992""","=""0.00002""","=""262.659903""","=""0.000007""","=""110""","=""6.5e+07""","=""7.5e-03""","=""-1.17""",E,"=""1.03000806""","=""5.74893273""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""3""",,"=""T3196""","=""L14866""",
"=""262.98232""","=""0.00002""","=""262.982298""","=""0.000007""","=""74""","=""5.0e+07""","=""7.4e-03""","=""-1.29""",E,"=""1.00367492""","=""5.71681492""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""y 3D*""","=""2""",,"=""T3196""","=""L14866""",
"=""266.93677""","=""0.00002""","=""266.936765""","=""0.000012""","=""99""","=""3.6e+07""","=""3.8e-02""","=""-1.41""",E,"=""0.96097009""","=""5.60429253""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""1""",,"=""T3196""","=""L14866""",
"=""267.19815""","=""0.00002""","=""267.198136""","=""0.000010""","=""190""","=""6.0e+07""","=""2.1e-02""","=""-1.19""",D,"=""0.96841324""","=""5.60719388""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""2""",,"=""T3196""","=""L14866""",
"=""267.36538""","=""0.00002""","=""267.365370""","=""0.000011""","=""110""","=""5.4e+07""","=""1.9e-02""","=""-1.24""",E,"=""0.96841324""","=""5.60429253""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""1""",,"=""T3196""","=""L14866""",
"=""267.81627""","=""0.00002""","=""267.816246""","=""0.000010""","=""330""","=""8.4e+07""","=""1.8e-02""","=""-1.04""",C,"=""0.98287742""","=""5.61095253""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""3""",,"=""T3196""","=""L14866""",
"=""268.03395""","=""0.00002""","=""268.033940""","=""0.000010""","=""170""","=""5.0e+07""","=""1.1e-02""","=""-1.27""",D,"=""0.98287742""","=""5.60719388""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""2""",,"=""T3196""","=""L14866""",
"=""269.02527""","=""0.00002""","=""269.025252""","=""0.000009""","=""210""","=""6.0e+07""","=""9.2e-03""","=""-1.19""",D,"=""1.00367492""","=""5.61095253""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""3""",,"=""T3196""","=""L14866""",
"=""269.65415""","=""0.00002""","=""269.654121""","=""0.000013""","=""61""","=""3.6e+07""","=""7.9e-03""","=""-1.41""",D,"=""0.94143042""","=""5.5379638""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""1""",,"=""T3196""","=""L14866""",
"=""270.05946""","=""0.00002""","=""270.059442""","=""0.000010""","=""100""","=""5.2e+07""","=""8.2e-03""","=""-1.24""",D,"=""1.00367492""","=""5.59330998""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""270.19916""","=""0.00002""","=""270.199133""","=""0.000009""","=""830""","=""2.3e+08""","=""2.8e-02""","=""-0.60""",C,"=""1.03000806""","=""5.61727046""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""5""",,"=""T3196""","=""L14866""",
"=""270.34804""","=""0.00002""","=""270.348033""","=""0.000008""","=""200""","=""5.7e+07""","=""6.9e-03""","=""-1.21""",D,"=""1.03000806""","=""5.61474406""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""4""",,"=""T3196""","=""L14866""",
"=""271.61796""","=""0.00002""","=""271.617943""","=""0.000010""","=""180""","=""7.7e+07""","=""9.5e-03""","=""-1.07""",C,"=""1.03000806""","=""5.59330998""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""272.65140""","=""0.00016""","=""272.651240""","=""0.000018""","=""370""","=""5.2e+08""","=""1.2e-01""","=""-0.23""",C,"=""0.94143042""","=""5.4874392""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""273.19087""","=""0.00002""","=""273.190853""","=""0.000008""","=""370""","=""3.9e+08""","=""8.7e-02""","=""-0.36""",C,"=""0.94143042""","=""5.47846032""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""2""",,"=""T3196""","=""L14866""",
"=""273.64740""","=""0.00002""","=""273.647395""","=""0.000009""","=""300""","=""2.2e+08""","=""5.1e-02""","=""-0.60""",D,"=""0.94143042""","=""5.47089133""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""1""",,"=""T3196""","=""L14866""",
"=""275.16008""","=""0.00002""","=""275.160071""","=""0.000014""","=""71""","=""4.8e+07""","=""1.1e-02""","=""-1.26""",D,"=""0.98287742""","=""5.4874392""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""275.28743""","=""0.00002""","=""275.287419""","=""0.000007""","=""330""","=""2.6e+08""","=""9.9e-02""","=""-0.53""",D,"=""0.96841324""","=""5.47089133""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(6S).5p""","=""w 5P*""","=""1""",,"=""T3196""","=""L14866""",
"=""275.70969""","=""0.00002""","=""275.709669""","=""0.000007""","=""380""","=""3.4e+08""","=""7.8e-02""","=""-0.41""",C,"=""0.98287742""","=""5.47846032""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""2""",,"=""T3196""","=""L14866""",
"=""276.17469""","=""0.00002""","=""276.174675""","=""0.000007""","=""300""","=""2.0e+08""","=""4.7e-02""","=""-0.63""",D,"=""0.98287742""","=""5.47089133""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""1""",,"=""T3196""","=""L14866""",
"=""276.43645""","=""0.00002""","=""276.436442""","=""0.000014""","=""340""","=""2.6e+08""","=""4.2e-02""","=""-0.53""",D,"=""1.00367492""","=""5.4874392""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(6S).5p""","=""w 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""276.99118""","=""0.00002""","=""276.991155""","=""0.000007""","=""460""","=""5.5e+08""","=""9.0e-02""","=""-0.20""",C,"=""1.00367492""","=""5.47846032""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(6S).5p""","=""w 5P*""","=""2""",,"=""T3196""","=""L14866""",
"=""278.0699""","=""0.0004""","=""278.069629""","=""0.000015""","=""5.2""","=""9.8e+08""","=""1.3e-01""","=""0.06""",C,"=""1.03000806""","=""5.4874392""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(6S).5p""","=""w 5P*""","=""3""",,"=""T3196""","=""L13897""",
"=""287.16322""","=""0.00002""","=""287.163215""","=""0.000013""","=""320""","=""1.1e+08""","=""1.9e-02""","=""-0.87""",D,"=""1.00367492""","=""5.31995962""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""4""",,"=""T3196""","=""L14866""",
"=""287.92720""","=""0.00002""","=""287.927187""","=""0.000011""","=""390""","=""1.5e+08""","=""3.7e-02""","=""-0.74""",D,"=""0.98287742""","=""5.28771005""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""3""",,"=""T3196""","=""L14866""",
"=""288.69926""","=""0.00002""","=""288.69922""","=""0.00003""","=""370""","=""1.4e+08""","=""5.6e-02""","=""-0.77""",D,"=""0.96841324""","=""5.2617345""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""2""",,"=""T3196""","=""L14866""",
"=""288.92602""","=""0.00002""","=""288.926001""","=""0.000012""","=""850""","=""5.9e+08""","=""8.3e-02""","=""-0.13""",C,"=""1.03000806""","=""5.31995962""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""4""",,"=""T3196""","=""L14866""",
"=""289.32505""","=""0.00002""","=""289.325039""","=""0.000011""","=""630""","=""3.6e+08""","=""6.5e-02""","=""-0.34""",C,"=""1.00367492""","=""5.28771005""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""3""",,"=""T3196""","=""L14866""",
"=""289.41701""","=""0.00002""","=""289.416998""","=""0.000012""","=""260""","=""9.9e+07""","=""1.2e-01""","=""-0.91""",D,"=""0.96097009""","=""5.24364408""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""1""",,"=""T3196""","=""L14866""",
"=""289.67512""","=""0.00006""","=""289.67518""","=""0.00003""","=""380""","=""1.5e+08""","=""3.8e-02""","=""-0.72""",C,"=""0.98287742""","=""5.2617345""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""2""",,"=""T3196""","=""L14866""",
"=""289.92087""","=""0.00002""","=""289.920894""","=""0.000012""","=""110""","=""4.5e+07""","=""1.9e-02""","=""-1.25""",D,"=""0.96841324""","=""5.24364408""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""1""",,"=""T3196""","=""L14866""",
"=""290.54884""","=""0.00002""","=""290.548841""","=""0.000020""","=""280""","=""1.3e+08""","=""5.5e-02""","=""-0.78""",D,"=""0.96841324""","=""5.2344047""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""0""",,"=""T3196""","=""L14866""",
"=""290.90516""","=""0.00002""","=""290.905144""","=""0.000012""","=""400""","=""2.0e+08""","=""5.2e-02""","=""-0.59""",C,"=""0.98287742""","=""5.24364408""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""1""",,"=""T3196""","=""L14866""",
"=""291.09013""","=""0.00002""","=""291.09010""","=""0.00003""","=""440""","=""1.7e+08""","=""3.1e-02""","=""-0.67""",D,"=""1.00367492""","=""5.2617345""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""2""",,"=""T3196""","=""L14866""",
"=""291.11455""","=""0.00002""","=""291.114546""","=""0.000011""","=""370""","=""1.8e+08""","=""2.6e-02""","=""-0.64""",D,"=""1.03000806""","=""5.28771005""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""3""",,"=""T3196""","=""L14866""",
"=""296.76427""","=""0.00002""","=""296.764225""","=""0.000012""","=""460""","=""3.5e+08""","=""6.6e-02""","=""-0.33""",D,"=""1.00367492""","=""5.18032406""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""4""",,"=""T3196""","=""L14866""",
"=""297.11080""","=""0.00002""","=""297.110761""","=""0.000013""","=""350""","=""5.0e+08""","=""1.3e-01""","=""-0.18""",C,"=""0.98287742""","=""5.15465532""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""3""",,"=""T3196""","=""L14866""",
"=""297.54813""","=""0.00002""","=""297.548100""","=""0.000012""","=""300""","=""4.4e+08""","=""2.0e-01""","=""-0.23""",C,"=""0.96841324""","=""5.13405969""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""2""",,"=""T3196""","=""L14866""",
"=""298.07900""","=""0.00002""","=""298.078995""","=""0.000013""","=""240""","=""1.53e+08""","=""2.04e-01""","=""-0.691""",B,"=""0.96097009""","=""5.11919762""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""1""",,"=""T4624""","=""L14866""",
"=""298.86474""","=""0.00002""","=""298.864712""","=""0.000008""","=""310""","=""3.6e+08""","=""9.8e-02""","=""-0.31""",C,"=""0.94143042""","=""5.08872640""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""3""",,"=""T3196""","=""L14866""",
"=""299.18875""","=""0.00002""","=""299.188747""","=""0.000019""","=""220""","=""3.0e+08""","=""1.3e-01""","=""-0.39""",D,"=""0.96841324""","=""5.11121771""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""0""",,"=""T3196""","=""L14866""",
"=""299.40678""","=""0.00002""","=""299.406767""","=""0.000010""","=""170""","=""1.2e+08""","=""3.4e-02""","=""-0.77""",E,"=""0.94143042""","=""5.08121834""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""2""",,"=""T3196""","=""L14866""",
"=""299.51018""","=""0.00002""","=""299.510196""","=""0.000008""","=""230""","=""2.2e+08""","=""5.8e-02""","=""-0.54""",D,"=""0.94143042""","=""5.07978882""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""2""",,"=""T3196""","=""L14866""",
"=""299.65808""","=""0.0003""","=""299.657788""","=""0.000013""","=""250q""","=""6.0e+08""","=""1.6e-01""","=""-0.09""",C,"=""0.98287742""","=""5.11919762""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""1""",,"=""T3196""","=""L14866""",
"=""299.87845""","=""0.00002""","=""299.878437""","=""0.000009""","=""220""","=""1.22e+08""","=""3.29e-02""","=""-0.783""",B,"=""0.94143042""","=""5.07470726""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""1""",,"=""T4624""","=""L14866""",
"=""300.0887""","=""0.0004""","=""300.088420""","=""0.000011""","=""5.7""","=""8.0e+08""","=""1.5e-01""","=""0.03""",C,"=""1.00367492""","=""5.13405969""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""2""",,"=""T3196""","=""L13897c151""",
