obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""478.9340""","=""0.0004""","=""478.93340""","=""0.00011""","=""75""","=""1.25e+08""","=""3.32e-02""","=""-0.365""",B,"=""2.54410014""","=""5.1321332""","=""3d5.(4G).4s""","=""a 5G""","=""6""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""5""",,"=""u10""","=""L9190""",
"=""479.2512""","=""0.0004""","=""479.25094""","=""0.00004""","=""75""","=""1.3e+08""","=""6.4e-02""","=""-0.35""",D,"=""3.11278390""","=""5.6991023""","=""3d4.4s2""","=""a 3F""","=""3""","=""3d5.(4G).4p""","=""y 3F*""","=""2""",,"=""T1621n""","=""L9190""",
"=""479.6145""","=""0.004""","=""479.6155""","=""0.0003""","=""40w""","=""1.4e+08""","=""5.5e-02""","=""-0.31""",D,"=""4.19265380""","=""6.7770062""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""""","=""e 5F""","=""5""",,"=""T3963""","=""L808""",
"=""479.76957""","=""0.00017""","=""479.76968""","=""0.00005""","=""7""","=""9.1e+06""","=""6.3e-03""","=""-1.50""",D,"=""3.55614020""","=""6.13966216""","=""3d5.(4D).4s""","=""a 3D""","=""2""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5G*""","=""3""",,"=""T3963""","=""L14866""",
"=""480.1028""","=""0.0004""","=""480.10245""","=""0.00005""","=""75""","=""2.14e+08""","=""8.23e-02""","=""-0.130""",B,"=""3.12159404""","=""5.70332536""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d5.(4G).4p""","=""y 3F*""","=""3""",,"=""u10""","=""L9190""",
"=""480.62500""","=""0.00012""","=""480.62512""","=""0.00003""","=""13""","=""3.9e+06""","=""2.7e-03""","=""-1.87""",D,"=""2.70878630""","=""5.28771005""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""x 5D*""","=""3""",,"=""T3963""","=""L14866""",
"=""481.07307""","=""0.00013""","=""481.07322""","=""0.00003""","=""13""","=""1.4e+07""","=""7.1e-03""","=""-1.30""",D,"=""3.07899825""","=""5.65551992""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(4G).4p""","=""y 5H*""","=""4""",,"=""T2268""","=""L14866""",
"=""481.42657""","=""0.00008""","=""481.42661""","=""0.00003""","=""21""","=""1.77e+07""","=""6.84e-03""","=""-1.211""",C,"=""3.08689206""","=""5.66152243""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""5""",,"=""T2268""","=""L14866""",
"=""481.61390""","=""0.00015""","=""481.61392""","=""0.00009""","=""9""","=""1.6e+08""","=""6.3e-02""","=""-0.25""",D,"=""4.5350512""","=""7.1086803""","=""3d5.(2F2).4s""","=""d 3F""","=""4""","=""3d4.(3D).4s.4p.(3P*)""","=""t 3F*""","=""4""",,"=""T4288""","=""L14866""",
"=""481.930""","=""0.003""","=""481.93126""","=""0.00021""","=""4""","=""9.1e+07""","=""4.5e-02""","=""-0.50""",D,"=""4.0989996""","=""6.6709340""","=""3d5.(2F1).4s""","=""b 3F""","=""3""","=""3d3.(4F).4s2.4p""","=""v 3G*""","=""3""",,"=""T3963""","=""L808""",
"=""482.39219""","=""0.00019""","=""482.39222""","=""0.00014""","=""5""","=""8.4e+07""","=""4.2e-02""","=""-0.53""",D,"=""4.5318872""","=""7.1013640""","=""3d5.(2F2).4s""","=""d 3F""","=""3""","=""3d4.(3D).4s.4p.(3P*)""","=""t 3F*""","=""3""",,"=""T3963""","=""L14866""",
"=""482.5517""","=""0.0002""","=""482.55165""","=""0.00003""","=""4""","=""3.2e+06""","=""1.3e-03""","=""-1.95""",D,"=""3.08689206""","=""5.65551992""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""4""",,"=""T2268""","=""L14866""",
"=""483.1648""","=""0.0004""","=""483.16423""","=""0.00004""","=""15""","=""1.1e+07""","=""5.4e-03""","=""-1.42""",D,"=""3.42162179""","=""5.98699306""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""y 3H*""","=""4""",,"=""T3963""","=""L9190""",
"=""483.68515""","=""0.00007""","=""483.68523""","=""0.00003""","=""29""","=""2.08e+07""","=""6.64e-03""","=""-1.137""",B,"=""3.10437812""","=""5.66698616""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4G).4p""","=""y 5H*""","=""6""",,"=""u10""","=""L14866""",
"=""483.8418""","=""0.002""","=""483.8422""","=""0.0003""","=""15""","=""5.5e+07""","=""3.9e-02""","=""-0.71""",D,"=""4.5326696""","=""7.0944465""","=""3d5.(2F2).4s""","=""d 3F""","=""2""","=""3d4.(3D).4s.4p.(3P*)""","=""t 3F*""","=""2""",,"=""T3963""","=""L808""",
"=""487.07975""","=""0.00007""","=""487.07970""","=""0.00003""","=""47""","=""3.2e+08""","=""1.6e-01""","=""0.05""",D,"=""3.07899825""","=""5.62374764""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""T1426n""","=""L14866""",
"=""487.46522""","=""0.00017""","=""487.46539""","=""0.00004""","=""6""","=""6.2e+06""","=""3.2e-03""","=""-1.65""",D,"=""3.11278390""","=""5.65551992""","=""3d4.4s2""","=""a 3F""","=""3""","=""3d5.(4G).4p""","=""y 5H*""","=""4""",,"=""T2268""","=""L14866""",
"=""488.004""","=""0.003""","=""488.00424""","=""0.00004""","=""22""","=""8.9e+06""","=""3.5e-03""","=""-1.50""",D,"=""3.12159404""","=""5.66152243""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""5""",,"=""T4288""","=""L808""",
"=""488.57694""","=""0.00007""","=""488.577038""","=""0.000019""","=""64""","=""2.46e+07""","=""1.26e-02""","=""-1.055""",B,"=""2.54426770""","=""5.08121834""","=""3d5.(4G).4s""","=""a 5G""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""2""",,"=""u10""","=""L14866""",
"=""488.5952""","=""0.0002""","=""488.59535""","=""0.00003""","=""5""","=""2.20e+07""","=""8.74e-03""","=""-1.104""",B,"=""3.08689206""","=""5.62374764""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""u10""","=""L14866""",
"=""488.70123""","=""0.00007""","=""488.70124""","=""0.00003""","=""75""","=""3.5e+08""","=""1.4e-01""","=""0.10""",D,"=""3.08689206""","=""5.62319793""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4G).4p""","=""z 3H*""","=""5""",,"=""T1426n""","=""L14866""",
"=""490.32344""","=""0.00015""","=""490.32374""","=""0.00022""","=""9""","=""2.2e+07""","=""1.6e-02""","=""-1.10""",D,"=""2.54383615""","=""5.0717494""","=""3d5.(4G).4s""","=""a 5G""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5F*""","=""1""",,"=""T1621n""","=""L14866""",
"=""492.22647""","=""0.00005""","=""492.22649""","=""0.00003""","=""230""","=""5.2e+08""","=""1.7e-01""","=""0.28""",D,"=""3.10437812""","=""5.62251964""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d5.(4G).4p""","=""z 3H*""","=""6""",,"=""T1426n""","=""L14866""",
"=""493.63354""","=""0.00007""","=""493.63357""","=""0.00003""","=""58""","=""1.3e+08""","=""6.6e-02""","=""-0.34""",D,"=""3.11278390""","=""5.62374764""","=""3d4.4s2""","=""a 3F""","=""3""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""T1621n""","=""L14866""",
"=""494.24952""","=""0.00005""","=""494.249538""","=""0.000020""","=""220""","=""1.39e+06""","=""1.02e-03""","=""-2.294""",B,"=""0.94143042""","=""3.44926489""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""",,"=""T4624""","=""L14866""",
"=""494.4562""","=""0.0004""","=""494.45650""","=""0.00005""","=""2""","=""3.9e+07""","=""2.9e-02""","=""-0.84""",D,"=""3.84701382""","=""6.3537986""","=""3d5.(2D3).4s""","=""b 3D""","=""2""","=""3d5.(4D).4p""","=""w 3P*""","=""1""",,"=""T4288""","=""L14866""",
"=""495.3717""","=""0.0002""","=""495.37169""","=""0.00004""","=""4""","=""7.6e+06""","=""3.1e-03""","=""-1.55""",D,"=""3.12159404""","=""5.62374764""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""T4288""","=""L14866""",
"=""495.48055""","=""0.00007""","=""495.48055""","=""0.00004""","=""78""","=""1.3e+08""","=""5.4e-02""","=""-0.31""",D,"=""3.12159404""","=""5.62319793""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d5.(4G).4p""","=""z 3H*""","=""5""",,"=""T1621n""","=""L14866""",
"=""496.49271""","=""0.00005""","=""496.49274""","=""0.00003""","=""130""","=""8.05e+05""","=""5.95e-04""","=""-2.526""",B,"=""0.94143042""","=""3.43793441""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""",,"=""T4624""","=""L14866""",
"=""496.680""","=""0.003""","=""496.67950""","=""0.00010""","=""25""","=""3.0e+07""","=""3.7e-02""","=""-0.95""",D,"=""3.84955423""","=""6.3451195""","=""3d5.(2D3).4s""","=""b 3D""","=""1""","=""3d5.(4D).4p""","=""w 3P*""","=""0""",,"=""T4288""","=""L808""",
"=""501.33136""","=""0.00007""","=""501.33144""","=""0.00003""","=""44""","=""3.2e+07""","=""1.7e-02""","=""-0.93""",D,"=""2.70791527""","=""5.18032406""","=""3d5.(4P).4s""","=""a 5P""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""4""",,"=""T1621n""","=""L14866""",
"=""503.254""","=""0.003""","=""503.25478""","=""0.00008""","=""12""","=""3.0e+07""","=""8.8e-03""","=""-0.94""",E,"=""4.4552365""","=""6.9181964""","=""3d5.(2H).4s""","=""b 3H""","=""6""","=""3d5.(2I).4p""","=""x 3I*""","=""7""",,"=""T4913""","=""L808""",
"=""503.465""","=""0.003""","=""503.46575""","=""0.00010""","=""7""","=""2.2e+07""","=""7.6e-03""","=""-1.08""",E,"=""4.4490806""","=""6.9110084""","=""3d5.(2H).4s""","=""b 3H""","=""5""","=""3d5.(2I).4p""","=""x 3I*""","=""6""",,"=""T4913""","=""L808""",
"=""504.504""","=""0.003""","=""504.50520""","=""0.00010""","=""6""","=""2.0e+07""","=""8.4e-03""","=""-1.12""",D,"=""4.4473700""","=""6.9042255""","=""3d5.(2H).4s""","=""b 3H""","=""4""","=""3d5.(2I).4p""","=""x 3I*""","=""5""",,"=""T2268""","=""L808""",
"=""505.18970""","=""0.00003""","=""505.18974""","=""0.00003""","=""115""","=""2.70e+05""","=""2.07e-04""","=""-2.985""",B,"=""0.94143042""","=""3.39495688""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""",,"=""T4624""","=""L14866""",
"=""507.29259""","=""0.00003""","=""507.292621""","=""0.000023""","=""200""","=""4.77e+05""","=""3.68e-04""","=""-2.735""",B,"=""0.94143042""","=""3.38478638""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""",,"=""T4624""","=""L14866""",
"=""511.24846""","=""0.00005""","=""511.24846""","=""0.00003""","=""25""","=""5.1e+04""","=""2.9e-05""","=""-3.70""",D,"=""1.00367492""","=""3.42812540""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""",,"=""T4288""","=""L14866""",
"=""512.34603""","=""0.00003""","=""512.346021""","=""0.000016""","=""88""","=""2.8e+05""","=""1.2e-04""","=""-2.96""",D,"=""1.03000806""","=""3.44926489""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""",,"=""T4288""","=""L14866""",
"=""513.96457""","=""0.00005""","=""513.96456""","=""0.00004""","=""75""","=""9.1e+07""","=""5.2e-02""","=""-0.44""",D,"=""3.42162179""","=""5.83326016""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d5.(4G).4p""","=""y 3G*""","=""3""",,"=""T1621n""","=""L14866""",
"=""517.74019""","=""0.00008""","=""517.74018""","=""0.00004""","=""20""","=""6.7e+07""","=""3.0e-02""","=""-0.57""",D,"=""3.42812540""","=""5.82217714""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d4.4s.5s""","=""f 7D""","=""5""",,"=""T1621n""","=""L14866""",
"=""519.19947""","=""0.00005""","=""519.19951""","=""0.00003""","=""34""","=""9.8e+07""","=""7.9e-02""","=""-0.40""",D,"=""3.39495688""","=""5.78227967""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""3""",,"=""T1621n""","=""L14866""",
"=""519.34917""","=""0.00005""","=""519.34920""","=""0.00003""","=""27""","=""4.7e+07""","=""2.7e-02""","=""-0.72""",D,"=""3.42162179""","=""5.80825650""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3G*""","=""3""",,"=""T1621n""","=""L14866""",
"=""519.64461""","=""0.00003""","=""519.644629""","=""0.000022""","=""210""","=""1.3e+08""","=""4.9e-02""","=""-0.27""",D,"=""3.44884096""","=""5.83411881""","=""3d4.4s2""","=""b 3G""","=""5""","=""3d5.(4G).4p""","=""y 3G*""","=""5""",,"=""T2268""","=""L14866""",
"=""520.01728""","=""0.00005""","=""520.01732""","=""0.00003""","=""24""","=""5.5e+07""","=""7.4e-02""","=""-0.65""",D,"=""3.38478638""","=""5.76835475""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""1""","=""3d4.4s.5s""","=""f 7D""","=""2""",,"=""T4288""","=""L14866""",
"=""520.44981""","=""0.0009""","=""520.45110""","=""0.00003""","=""5900q""","=""1.53e+08""","=""1.24e-01""","=""-0.207""",B,"=""0.94143042""","=""3.32301220""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""1""",,"=""T4624,T4913""","=""L14866""",
"=""520.60229""","=""0.0009""","=""520.603733""","=""0.000025""","=""7100q""","=""2.57e+08""","=""2.09e-01""","=""0.019""",B,"=""0.94143042""","=""3.32231395""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""2""",,"=""T4624,T4913""","=""L14866""",
"=""520.84094""","=""0.0009""","=""520.842555""","=""0.000022""","=""7800q""","=""3.54e+08""","=""2.88e-01""","=""0.159""",B,"=""0.94143042""","=""3.32122225""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",,"=""T4624,T4913""","=""L14866""",
"=""521.41312""","=""0.00005""","=""521.413165""","=""0.000022""","=""57""","=""4.4e+07""","=""6.0e-02""","=""-0.74""",D,"=""3.36940787""","=""5.74659540""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""2""",,"=""T4288""","=""L14866""",
"=""523.89608""","=""0.00008""","=""523.896175""","=""0.000019""","=""22""","=""1.20e+07""","=""9.91e-03""","=""-1.305""",B,"=""2.70878630""","=""5.07470726""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""1""",,"=""u10""","=""L14866""",
"=""524.1458""","=""0.0002""","=""524.145962""","=""0.000019""","=""5""","=""2.0e+06""","=""2.8e-03""","=""-2.08""",D,"=""2.70991379""","=""5.07470726""","=""3d5.(4P).4s""","=""a 5P""","=""1""","=""3d4.(5D).4s.4p.(1P*)""","=""x 5P*""","=""1""",,"=""T4288""","=""L14866""",
"=""524.33539""","=""0.00006""","=""524.33539""","=""0.00004""","=""26""","=""6.57e+07""","=""5.42e-02""","=""-0.567""",B,"=""3.39495688""","=""5.75889602""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""1""",,"=""u10""","=""L14866""",
"=""524.75646""","=""0.00003""","=""524.756509""","=""0.000022""","=""1250""","=""5.7e+06""","=""2.4e-02""","=""-1.63""",B,"=""0.96097009""","=""3.32301220""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d5.(6S).4p""","=""z 5P*""","=""1""",,"=""T4624,T4913""","=""L14866""",
"=""526.17505""","=""0.00006""","=""526.17509""","=""0.00003""","=""24""","=""1.2e+08""","=""6.9e-02""","=""-0.31""",D,"=""3.69779039""","=""6.05346444""","=""3d4.(5D).4s.4p.(3P*)""","=""y 5P*""","=""3""","=""3d4.4s.5s""","=""f 5D""","=""4""",,"=""T1621n""","=""L14866""",
"=""526.41530""","=""0.00003""","=""526.415341""","=""0.000017""","=""2600""","=""1.2e+07""","=""1.7e-02""","=""-1.29""",B,"=""0.96841324""","=""3.32301220""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(6S).4p""","=""z 5P*""","=""1""",,"=""T4624,T4913""","=""L14866""",
"=""526.57143""","=""0.00003""","=""526.571497""","=""0.000014""","=""1050""","=""4.2e+06""","=""5.9e-03""","=""-1.75""",B,"=""0.96841324""","=""3.32231395""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(6S).4p""","=""z 5P*""","=""2""",,"=""T4624,T4913""","=""L14866""",
"=""527.19995""","=""0.00006""","=""527.20003""","=""0.00003""","=""33""","=""9.09e+07""","=""5.41e-02""","=""-0.421""",B,"=""3.44926489""","=""5.80035930""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""","=""3d4.4s.5s""","=""f 7D""","=""4""",,"=""u10""","=""L14866""",
"=""528.71780""","=""0.00014""","=""528.71780""","=""0.00003""","=""12""","=""2.95e+07""","=""2.48e-02""","=""-0.907""",B,"=""3.43793441""","=""5.78227967""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""3""",,"=""u10""","=""L14866""",
"=""529.33761""","=""0.00014""","=""529.33760""","=""0.00003""","=""11""","=""1.0e+07""","=""8.8e-03""","=""-1.36""",D,"=""3.37521461""","=""5.71681492""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4P).4p""","=""y 3D*""","=""2""",,"=""T4288""","=""L14866""",
"=""529.66905""","=""0.00003""","=""529.669109""","=""0.000017""","=""2100""","=""9.3e+06""","=""7.8e-03""","=""-1.41""",B,"=""0.98287742""","=""3.32301220""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""1""",,"=""T4624,T4913""","=""L14866""",
"=""529.73762""","=""0.00003""","=""529.737623""","=""0.000020""","=""460""","=""3.49e+08""","=""2.10e-01""","=""0.167""",B,"=""2.89953685""","=""5.23936898""","=""3d5.(6S).4p""","=""z 7P*""","=""3""","=""3d5.(6S).4d""","=""e 7D""","=""4""",,"=""u10""","=""L14866""",
"=""529.80143""","=""0.00003""","=""529.801460""","=""0.000020""","=""340""","=""2.1e+08""","=""1.3e-01""","=""-0.05""",D,"=""2.89953685""","=""5.23908705""","=""3d5.(6S).4p""","=""z 7P*""","=""3""","=""3d5.(6S).4d""","=""e 7D""","=""3""",,"=""T4288""","=""L14866""",
"=""529.82715""","=""0.00003""","=""529.827202""","=""0.000014""","=""3540""","=""1.6e+07""","=""1.4e-02""","=""-1.16""",B,"=""0.98287742""","=""3.32231395""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""2""",,"=""T4624,T4913""","=""L14866""",
"=""530.07451""","=""0.00003""","=""530.074563""","=""0.000014""","=""530""","=""1.8e+06""","=""1.5e-03""","=""-2.13""",B,"=""0.98287742""","=""3.32122225""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",,"=""T4624,T4913""","=""L14866""",
"=""530.41796""","=""0.00008""","=""530.41800""","=""0.00004""","=""19""","=""4.82e+07""","=""2.26e-02""","=""-0.692""",B,"=""3.46352849""","=""5.80035930""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""4""","=""3d4.4s.5s""","=""f 7D""","=""4""",,"=""u10""","=""L14866""",
"=""531.28557""","=""0.00006""","=""531.28560""","=""0.00003""","=""27""","=""6.48e+07""","=""3.92e-02""","=""-0.562""",B,"=""3.44926489""","=""5.78227967""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""","=""3d4.4s.5s""","=""f 7D""","=""3""",,"=""u10""","=""L14866""",
"=""531.87707""","=""0.00008""","=""531.87708""","=""0.00004""","=""21""","=""4.84e+07""","=""4.10e-02""","=""-0.688""",B,"=""3.43793441""","=""5.76835475""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""2""",,"=""u10""","=""L14866""",
"=""532.83238""","=""0.00003""","=""532.832346""","=""0.000020""","=""930""","=""6.8e+08""","=""3.2e-01""","=""0.46""",D,"=""2.91348182""","=""5.23972421""","=""3d5.(6S).4p""","=""z 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""5""",,"=""T1426n""","=""L14866""",
"=""532.91370""","=""0.00003""","=""532.913725""","=""0.000020""","=""290""","=""2.02e+08""","=""9.59e-02""","=""-0.064""",B,"=""2.91348182""","=""5.23936898""","=""3d5.(6S).4p""","=""z 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""4""",,"=""u10""","=""L14866""",
"=""532.97831""","=""0.00006""","=""532.97833""","=""0.00003""","=""51""","=""3.77e+07""","=""1.78e-02""","=""-0.795""",B,"=""2.91348182""","=""5.23908705""","=""3d5.(6S).4p""","=""z 7P*""","=""4""","=""3d5.(6S).4d""","=""e 7D""","=""3""",,"=""u10""","=""L14866""",
"=""534.04469""","=""0.00009""","=""534.04469""","=""0.00004""","=""19""","=""4.35e+07""","=""3.72e-02""","=""-0.730""",B,"=""3.43793441""","=""5.75889602""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""1""",,"=""u10""","=""L14866""",
"=""534.47564""","=""0.00014""","=""534.47572""","=""0.00003""","=""10""","=""2.0e+07""","=""1.3e-02""","=""-1.06""",D,"=""3.44926489""","=""5.76835475""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""","=""3d4.4s.5s""","=""f 7D""","=""2""",,"=""T4288""","=""L14866""",
"=""534.57959""","=""0.00003""","=""534.579650""","=""0.000015""","=""5100""","=""2.4e+07""","=""1.5e-02""","=""-0.98""",B,"=""1.00367492""","=""3.32231395""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(6S).4p""","=""z 5P*""","=""2""",,"=""T4624,T4913""","=""L14866""",
"=""534.83141""","=""0.00003""","=""534.831470""","=""0.000015""","=""3200""","=""1.2e+07""","=""7.3e-03""","=""-1.29""",B,"=""1.00367492""","=""3.32122225""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",,"=""T4624,T4913""","=""L14866""",
"=""540.05967""","=""0.00003""","=""540.059689""","=""0.000021""","=""110""","=""8.0e+07""","=""7.0e-02""","=""-0.46""",D,"=""3.37521461""","=""5.67032643""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4P).4p""","=""y 3P*""","=""2""",,"=""T1621n""","=""L14866""",
"=""540.97834""","=""0.00003""","=""540.978408""","=""0.000015""","=""8500""","=""4.3e+07""","=""2.1e-02""","=""-0.72""",B,"=""1.03000806""","=""3.32122225""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(6S).4p""","=""z 5P*""","=""3""",,"=""T4624,T4913""","=""L14866""",
"=""544.24069""","=""0.00009""","=""544.24066""","=""0.00005""","=""21""","=""2.0e+07""","=""1.2e-02""","=""-1.06""",D,"=""3.42162179""","=""5.6991023""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d5.(4G).4p""","=""y 3F*""","=""2""",,"=""T4288""","=""L14866""",
"=""554.861""","=""0.003""","=""554.85867""","=""0.00005""","=""15""","=""1.7e+06""","=""1.1e-03""","=""-2.10""",D,"=""3.42162179""","=""5.65551992""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d5.(4G).4p""","=""y 5H*""","=""4""",,"=""T2268""","=""L808""",
"=""556.655""","=""0.003""","=""556.65430""","=""0.00005""","=""20""","=""1.6e+06""","=""8.5e-04""","=""-2.12""",D,"=""3.43483025""","=""5.66152243""","=""3d4.4s2""","=""b 3G""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""5""",,"=""T2268""","=""L808""",
"=""558.160""","=""0.003""","=""558.15895""","=""0.00005""","=""15""","=""1.7e+06""","=""8.9e-04""","=""-2.10""",E,"=""3.43483025""","=""5.65551992""","=""3d4.4s2""","=""b 3G""","=""4""","=""3d5.(4G).4p""","=""y 5H*""","=""4""",,"=""T2268""","=""L808""",
"=""558.805""","=""0.003""","=""558.79923""","=""0.00005""","=""30""","=""1.4e+06""","=""6.1e-04""","=""-2.17""",E,"=""3.44884096""","=""5.66698616""","=""3d4.4s2""","=""b 3G""","=""5""","=""3d5.(4G).4p""","=""y 5H*""","=""6""",,"=""T2268""","=""L808""",
"=""562.86425""","=""0.00006""","=""562.86426""","=""0.00004""","=""44""","=""3.56e+07""","=""2.41e-02""","=""-0.772""",B,"=""3.42162179""","=""5.62374764""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d5.(4G).4p""","=""z 3H*""","=""4""",,"=""u10""","=""L14866""",
"=""564.2359""","=""0.0002""","=""564.23588""","=""0.00004""","=""7""","=""3.1e+07""","=""1.6e-02""","=""-0.84""",D,"=""3.85669178""","=""6.05346444""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d4.4s.5s""","=""f 5D""","=""4""",,"=""T4288""","=""L14866""",
"=""564.8261""","=""0.0002""","=""564.82612""","=""0.00006""","=""6""","=""2.1e+07""","=""2.0e-02""","=""-1.00""",D,"=""3.82599758""","=""6.02047467""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d4.4s.5s""","=""f 5D""","=""2""",,"=""T4288""","=""L14866""",
"=""564.9386""","=""0.0002""","=""564.93856""","=""0.00004""","=""8""","=""3.6e+07""","=""2.4e-02""","=""-0.77""",D,"=""3.83921781""","=""6.03325810""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d4.4s.5s""","=""f 5D""","=""3""",,"=""T4288""","=""L14866""",
"=""569.47404""","=""0.00006""","=""569.47407""","=""0.00004""","=""32""","=""9.8e+07""","=""5.3e-02""","=""-0.32""",D,"=""3.85669178""","=""6.03325810""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d4.4s.5s""","=""f 5D""","=""3""",,"=""T4288""","=""L14866""",
