obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""2723.49""","=""0.04""","=""""","=""5.8e+05""","=""1.6e-02""","=""-1.19""",B+,"=""3.3969373""","=""3.852177""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.7p""","=""2P*""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""3115.60""","=""0.06""","=""""","=""1.59e+07""","=""3.9e-01""","=""0.36""",C+,"=""3.3968046""","=""3.794751""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.5f""","=""2F*""","=""7/2""",,"=""T8262""","=""""",
"=""""","=""3115.60""","=""0.06""","=""""","=""7.98e+05""","=""1.94e-02""","=""-0.94""",C+,"=""3.3968046""","=""3.794751""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.5f""","=""2F*""","=""5/2""",,"=""T8262""","=""""",
"=""""","=""3116.64""","=""0.06""","=""""","=""1.12e+07""","=""4.1e-01""","=""0.21""",C+,"=""3.3969373""","=""3.794751""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.5f""","=""2F*""","=""5/2""",,"=""T8262""","=""""",
"=""3139.263""","=""3139.265""","=""0.007""","=""33""","=""6.00e+06""","=""1.48e-01""","=""-0.052""",A,"=""2.6699600""","=""3.0649066""","=""3p6.3d""","=""2D""","=""5/2""","=""3p6.5p""","=""2P*""","=""3/2""",,"=""T9168""","=""L1792""",
"=""3141.539""","=""3141.541""","=""0.007""","=""7""","=""6.64e+05""","=""2.46e-02""","=""-1.007""",B+,"=""2.6702462""","=""3.0649066""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.5p""","=""2P*""","=""3/2""",,"=""T9168""","=""L1792""",
"=""3160.161""","=""3160.163""","=""0.007""","=""22""","=""3.30e+06""","=""1.23e-01""","=""-0.307""",A,"=""2.6702462""","=""3.0625810""","=""3p6.3d""","=""2D""","=""3/2""","=""3p6.5p""","=""2P*""","=""1/2""",,"=""T9168""","=""L1792""",
"=""3637.278""","=""3637.252""","=""0.008""","=""4""","=""3.254e+06""","=""3.226e-01""","=""-0.1903""",AA,"=""3.0625810""","=""3.4034543""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.6s""","=""2S""","=""1/2""",,"=""T9168""","=""L1792""",
"=""3662.260""","=""3662.237""","=""0.008""","=""7""","=""9.910e+06""","=""4.982e-01""","=""0.2994""",AAA,"=""3.0649066""","=""3.4034543""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.6s""","=""2S""","=""1/2""",,"=""T9168""","=""L1792""",
"=""3708.147""","=""3708.147""","=""0.010""","=""3""","=""1.154e+07""","=""1.189e+00""","=""0.376""",AA,"=""3.0625810""","=""3.3969373""","=""3p6.5p""","=""2P*""","=""1/2""","=""3p6.4d""","=""2D""","=""3/2""",,"=""T9168""","=""L1792""",
"=""3734.119""","=""3734.119""","=""0.010""","=""1""","=""2.27e+06""","=""1.187e-01""","=""-0.323""",AA,"=""3.0649066""","=""3.3969373""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.4d""","=""2D""","=""3/2""",,"=""T9168""","=""L1792""",
"=""3735.611""","=""3735.611""","=""0.010""","=""5""","=""2.044e+07""","=""1.069e+00""","=""0.631""",AA,"=""3.0649066""","=""3.3968046""","=""3p6.5p""","=""2P*""","=""3/2""","=""3p6.4d""","=""2D""","=""5/2""",,"=""T9168""","=""L1792""",
"=""""","=""6208.74""","=""0.19""","=""""","=""3.1e+06""","=""3.0e-01""","=""0.26""",B+,"=""3.3968046""","=""3.596498""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.6p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""6212.87""","=""0.19""","=""""","=""3.5e+05""","=""5.0e-02""","=""-0.70""",B+,"=""3.3969373""","=""3.596498""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.6p""","=""2P*""","=""3/2""",,"=""T817LS""","=""""",
"=""""","=""6245.62""","=""0.20""","=""""","=""1.7e+06""","=""2.4e-01""","=""-0.01""",B+,"=""3.3969373""","=""3.595451""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.6p""","=""2P*""","=""1/2""",,"=""T817LS""","=""""",
"=""""","=""13684.1""","=""0.9""","=""""","=""7.1e+05""","=""3.3e-01""","=""0.30""",B+,"=""3.3968046""","=""3.487409""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.4f""","=""2F*""","=""7/2""",,"=""T817""","=""""",
"=""""","=""13684.1""","=""0.9""","=""""","=""3.5e+04""","=""1.7e-02""","=""-1.00""",B+,"=""3.3968046""","=""3.487409""","=""3p6.4d""","=""2D""","=""5/2""","=""3p6.4f""","=""2F*""","=""5/2""",,"=""T817""","=""""",
"=""""","=""13704.2""","=""0.9""","=""""","=""5.0e+05""","=""3.5e-01""","=""0.15""",B+,"=""3.3969373""","=""3.487409""","=""3p6.4d""","=""2D""","=""3/2""","=""3p6.4f""","=""2F*""","=""5/2""",,"=""T817""","=""""",
